OFFENSE_CODE,DISTRICT,SHOOTING,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,DAY,LATITUDE,LONGITUDE,REPORTING_AREA_STR
361,A7,,2018,9,Sunday,18,Part One,MARION ST,2,42.37725644,-71.03667354,23.0
3006,B3,,2018,9,Sunday,18,Part Three,MILLET ST,2,42.29528529,-71.07740522,447.0
802,D4,,2018,9,Sunday,18,Part Two,SAN JUAN ST,2,42.34070886,-71.07473698,157.0
2006,D4,,2018,9,Sunday,18,Part Two,SAN JUAN ST,2,42.34070886,-71.07473698,157.0
801,E13,,2018,9,Sunday,18,Part Two,WALDEN ST,2,42.32561013,-71.10449956,906.0
3831,E13,,2018,9,Sunday,17,Part Three,DAY ST,2,42.32537833,-71.10765077,583.0
3114,B3,,2018,9,Sunday,18,Part Three,NORFOLK ST,2,42.2874272,-71.07853773,437.0
1843,E18,,2018,9,Sunday,18,Part Two,SECOND NEW WAY,2,42.25378838,-71.11950948,519.0
1849,E18,,2018,9,Sunday,18,Part Two,SECOND NEW WAY,2,42.25378838,-71.11950948,519.0
1810,E18,,2018,9,Sunday,18,Part Two,SECOND NEW WAY,2,42.25378838,-71.11950948,519.0
3006,B2,,2018,9,Sunday,17,Part Three,GEORGE ST,2,42.32688327,-71.07390946,180.0
3831,B2,,2018,9,Sunday,18,Part Three,WALNUT AVE,2,42.32217348,-71.08506711,297.0
3115,,,2018,9,Sunday,17,Part Three,,2,42.30665046,-71.10275907,nan
3006,E18,,2018,9,Sunday,17,Part Three,HYDE PARK AVE,2,42.26496475,-71.12123167,495.0
724,B3,,2018,9,Sunday,18,Part One,SPENCER ST,2,42.29293522,-71.07575826,449.0
3831,A1,,2018,9,Sunday,3,Part Three,HULL ST,2,42.36644912,-71.0548399,80.0
616,,,2018,9,Sunday,17,Part One,,2,42.33974218,-71.07960918,nan
1402,,,2018,9,Sunday,17,Part Two,,2,42.33974218,-71.07960918,nan
619,E18,,2018,8,Friday,0,Part One,WALTER ST,24,42.25667872,-71.11853971,519.0
1402,C11,,2018,9,Sunday,16,Part Two,WASHINGTON ST,2,42.28164735,-71.07111848,416.0
3410,D14,,2018,9,Sunday,17,Part Three,COMMONWEALTH AVE,2,42.34888872,-71.1335453,793.0
802,C11,,2018,9,Sunday,17,Part Two,DORCHESTER AVE,2,42.29919694,-71.06046974,351.0
616,A1,,2018,9,Sunday,16,Part One,WASHINGTON ST,2,42.35680075,-71.05893025,103.0
3114,E18,,2018,9,Sunday,17,Part Three,DANA AVE,2,42.24725578,-71.11958581,516.0
3114,B2,,2018,9,Sunday,16,Part Three,BLUE HILL AVE,2,42.30803768,-71.08359213,319.0
3114,E13,,2018,9,Sunday,16,Part Three,CENTRE ST,2,42.32088524,-71.11058918,578.0
311,A15,,2018,9,Sunday,17,Part One,RUTHERFORD AVE,2,42.37167264,-71.06326413,60.0
3006,B2,,2018,9,Sunday,17,Part Three,WASHINGTON ST,2,42.32866284,-71.08563401,282.0
619,C6,,2018,9,Sunday,17,Part One,F ST,2,42.33382906,-71.05128729,216.0
2647,B3,,2018,9,Sunday,17,Part Two,STRATTON ST,2,42.29017432,-71.08808525,439.0
3301,B3,,2018,9,Sunday,17,Part Three,STRATTON ST,2,42.29017432,-71.08808525,439.0
3006,C11,,2018,9,Sunday,5,Part Three,LESLIE ST,2,42.29514664,-71.05860832,364.0
1402,E13,,2018,9,Saturday,14,Part Two,COLUMBUS AVE,1,42.31362799,-71.09560307,572.0
1402,B3,,2018,9,Sunday,17,Part Two,HARVARD ST,2,42.29629726,-71.08115283,441.0
301,,,2018,9,Sunday,2,Part One,,2,42.34863242,-71.06553747,nan
3115,C11,,2018,9,Sunday,16,Part Three,TOPLIFF ST,2,42.30336787,-71.06827221,342.0
3114,D4,,2018,9,Saturday,14,Part Three,SYMPHONY RD,1,42.34295335,-71.08833139,619.0
3831,A15,,2018,9,Sunday,11,Part Three,FIRST AVE,2,42.37749764,-71.05031219,38.0
3006,E18,,2018,9,Sunday,16,Part Three,RIVER ST,2,42.25387435,-71.12912445,542.0
3831,B2,,2018,9,Sunday,16,Part Three,ELM HILL AVE,2,42.30973269,-71.08734852,318.0
3201,B2,,2018,9,Sunday,0,Part Three,STANWOOD ST,2,42.30994883,-71.08146033,329.0
613,D4,,2018,9,Saturday,14,Part One,BOYLSTON ST,1,42.34862382,-71.08277637,138.0
3115,A1,,2018,9,Sunday,16,Part Three,NEW SUDBURY ST,2,42.36183857,-71.05976489,77.0
617,C11,,2018,8,Saturday,9,Part One,PURITAN AVE,25,42.30736306,-71.07165237,337.0
802,,,2018,9,Sunday,15,Part Two,,2,42.35565209,-71.06289015,nan
413,,,2018,9,Sunday,15,Part One,,2,42.35565209,-71.06289015,nan
3301,B3,,2018,9,Sunday,14,Part Three,MATTAPAN ST,2,42.27732507,-71.09483139,469.0
3410,D14,,2018,9,Sunday,14,Part Three,ROYAL ST,2,42.3575106,-71.12996479,816.0
3006,C11,,2018,9,Sunday,14,Part Three,NEPONSET AVE,2,42.29668913,-71.05555843,354.0
520,B2,,2018,9,Sunday,14,Part One,HOMESTEAD ST,2,42.31014403,-71.08759179,317.0
3301,C11,,2018,9,Sunday,14,Part Three,GALLIVAN BLVD,2,42.28158633,-71.06033424,394.0
1001,C11,,2018,9,Sunday,14,Part Two,DORCHESTER AVE,2,42.28526024,-71.06444063,402.0
2647,E18,,2018,9,Sunday,15,Part Two,HYDE PARK AVE,2,42.26701085,-71.12096171,496.0
2907,,,2018,9,Sunday,14,Part Two,,2,42.34834528,-71.1499187,nan
613,D4,,2018,9,Sunday,14,Part One,HUNTINGTON AVE,2,42.3479724,-71.07849582,146.0
1830,B3,,2018,9,Sunday,14,Part Two,GILMER ST,2,42.28281074,-71.09722321,467.0
3803,D4,,2018,9,Sunday,14,Part Three,HAVILAND ST,2,42.34662361,-71.08740594,598.0
706,D4,,2018,9,Saturday,23,Part One,BEACON ST,1,42.35275712,-71.08240215,135.0
3410,C6,,2018,9,Sunday,13,Part Three,W BROADWAY,2,42.34274131,-71.05735681,200.0
3006,B3,,2018,9,Sunday,13,Part Three,TALBOT AVE,2,42.29138891,-71.07599527,438.0
3201,C11,,2018,9,Saturday,18,Part Three,BOWDOIN ST,1,42.30573977,-71.06762362,341.0
3810,E13,,2018,9,Sunday,11,Part Three,S HUNTINGTON AVE,2,42.33041036,-71.11148382,608.0
802,B2,,2018,9,Sunday,13,Part Two,GREENVILLE ST,2,42.32696802,-71.08051941,281.0
2647,E13,,2018,9,Sunday,13,Part Two,CENTRE ST,2,42.32277007,-71.10445458,579.0
2401,A1,,2018,9,Sunday,13,Part Two,MCKINLEY SQ,2,42.35934139,-71.05333104,101.0
2405,A1,,2018,9,Sunday,13,Part Two,MCKINLEY SQ,2,42.35934139,-71.05333104,101.0
3501,C11,,2018,9,Sunday,12,Part Three,DORCHESTER AVE,2,42.30420472,-71.05919227,348.0
2629,D14,,2018,6,Friday,0,Part Two,FIDELIS WAY,15,42.34600287,-71.14387725,938.0
613,A1,,2018,9,Sunday,13,Part One,WINTER ST,2,42.35554806,-71.0607314,102.0
1402,B2,,2018,9,Saturday,23,Part Two,SEAVER ST,1,42.30878855,-71.09055618,318.0
3501,C11,,2018,9,Sunday,12,Part Three,RIDGEWOOD ST,2,42.30209443,-71.06575183,345.0
3301,C11,,2018,9,Sunday,12,Part Three,GREENBRIER ST,2,42.29642169,-71.07045327,358.0
301,B2,,2018,9,Sunday,7,Part One,WARREN ST,2,42.32823419,-71.08328981,282.0
413,B2,,2018,9,Sunday,7,Part One,WARREN ST,2,42.32823419,-71.08328981,282.0
2403,C11,,2018,9,Sunday,12,Part Two,BOWDOIN ST,2,42.3078312,-71.06529544,335.0
3301,A7,,2018,9,Sunday,12,Part Three,BENNINGTON ST,2,42.38512136,-71.01150101,12.0
413,C11,,2018,9,Sunday,12,Part One,ADAMS ST,2,42.30569111,-71.06164783,347.0
3201,D4,,2018,8,Wednesday,17,Part Three,MASSACHUSETTS AVE,29,42.34439568,-71.08632016,144.0
616,C11,,2018,8,Friday,23,Part One,WELLES AVE,31,42.28854881,-71.06894162,398.0
3802,D14,,2018,9,Sunday,13,Part Three,COMMONWEALTH AVE,2,42.35053956,-71.13106722,796.0
3831,B3,,2018,9,Sunday,12,Part Three,GLENWAY ST,2,42.2991897,-71.08150445,445.0
2646,B2,,2018,9,Sunday,13,Part Two,WASHINGTON ST,2,42.32866284,-71.08563401,288.0
3201,B3,,2018,9,Sunday,12,Part Three,HARVARD ST,2,42.28968115,-71.09212545,565.0
3115,E18,,2018,9,Sunday,11,Part Three,BLAKE ST,2,42.26448463,-71.10697097,487.0
3201,E18,,2018,9,Sunday,12,Part Three,WINBOROUGH ST,2,42.26548267,-71.10516125,487.0
1402,C6,,2018,7,Monday,12,Part Two,W FIFTH ST,30,42.3359851,-71.05008287,214.0
3001,C11,,2018,9,Sunday,12,Part Three,TEMPLETON WAY,2,42.29004265,-71.05725661,366.0
613,E5,,2018,9,Sunday,11,Part One,VFW PKWY,2,42.2802082,-71.17087959,727.0
3831,D14,,2018,9,Sunday,11,Part Three,WESTERN AVE,2,42.36330598,-71.12841637,814.0
3115,C11,,2018,9,Sunday,12,Part Three,PIERCE AVE,2,42.28743256,-71.0526387,378.0
3802,A15,,2018,9,Sunday,11,Part Three,RUTHERFORD AVE,2,42.38025398,-71.07113638,52.0
3802,D4,,2018,9,Sunday,11,Part Three,HARRISON AVE,2,42.34493428,-71.06366374,162.0
3301,B2,,2018,9,Sunday,11,Part Three,LAWRENCE AVE,2,42.31286677,-71.07841587,326.0
3821,C6,,2018,9,Sunday,12,Part Three,E BROADWAY,2,42.33556114,-71.03993118,226.0
619,C11,,2018,9,Sunday,11,Part One,TALBOT AVE,2,42.28863812,-71.06631579,397.0
3831,B2,,2018,9,Sunday,2,Part Three,WILLIAMS ST,2,42.33237733,-71.08237779,276.0
3831,E5,,2018,9,Sunday,11,Part Three,LAURIE AVE,2,42.27033908,-71.16975904,724.0
613,E18,,2018,9,Sunday,10,Part One,TRUMAN PKWY,2,42.24124926,-71.12629908,525.0
613,E18,,2018,9,Sunday,10,Part One,HYDE PARK AVE,2,42.26496475,-71.12123167,495.0
613,D4,,2018,9,Saturday,20,Part One,BOYLSTON ST,1,42.34862382,-71.08277637,138.0
3811,,,2018,9,Sunday,11,Part Three,,2,42.3384845,-71.15509795,nan
2647,A1,,2018,9,Sunday,11,Part Two,CANAL ST,2,42.36394509,-71.05942841,76.0
3114,A7,,2018,9,Sunday,11,Part Three,PUTNAM ST,2,42.37916578,-71.03258617,824.0
3201,D14,,2018,9,Saturday,21,Part Three,HARVARD AVE,1,42.35204779,-71.13180684,796.0
3831,B2,,2018,8,Friday,22,Part Three,HUNTINGTON AVE,31,42.33332888,-71.10659534,605.0
3201,C11,,2018,9,Sunday,11,Part Three,GALLIVAN BLVD,2,42.28370031,-71.04776143,380.0
3006,C11,,2018,9,Sunday,10,Part Three,CORONA ST,2,42.30097791,-71.07077333,344.0
3410,C11,,2018,9,Sunday,9,Part Three,ANNABEL ST,2,42.31828902,-71.06265046,240.0
1402,E18,,2018,9,Sunday,9,Part Two,RIVER ST,2,42.25519156,-71.12761721,543.0
3115,A1,,2018,9,Saturday,14,Part Three,ATLANTIC AVE,1,42.36033276,-71.0521729,95.0
3831,C11,,2018,9,Saturday,9,Part Three,CRESCENT AVE,1,42.31895064,-71.05449231,235.0
3115,D14,,2018,9,Sunday,9,Part Three,WASHINGTON ST,2,42.349056,-71.1504985,778.0
3410,D4,,2018,9,Sunday,7,Part Three,HAMMOND ST,2,42.33651082,-71.08339215,285.0
361,B2,,2018,9,Saturday,19,Part One,,1,0.0,0.0,177.0
3831,C11,,2018,9,Sunday,0,Part Three,CHICKATAWBUT ST,2,42.28665631,-71.04640009,378.0
619,C6,,2018,9,Sunday,9,Part One,ALLSTATE RD,2,42.32809966,-71.06321676,186.0
3410,A1,,2018,9,Sunday,7,Part Three,HENCHMAN ST,2,42.36721232,-71.05369636,83.0
1402,C6,,2018,9,Sunday,4,Part Two,E EIGHTH ST,2,42.33131745,-71.04411164,233.0
619,B2,,2018,9,Sunday,0,Part One,SEAVER ST,2,42.30878855,-71.09055618,318.0
1402,B2,,2018,9,Sunday,0,Part Two,SEAVER ST,2,42.30878855,-71.09055618,318.0
3301,B3,,2018,9,Sunday,8,Part Three,W SELDEN ST,2,42.27376816,-71.08919673,420.0
3006,C6,,2018,9,Sunday,8,Part Three,DORCHESTER AVE,2,42.33014012,-71.05695787,194.0
3410,D14,,2018,9,Sunday,7,Part Three,FARRINGTON AVE,2,42.35429484,-71.13190433,801.0
619,C11,,2018,9,Saturday,18,Part One,TALBOT AVE,1,42.28863812,-71.06631579,401.0
616,D4,,2018,9,Sunday,7,Part One,HUNTINGTON AVE,2,42.34221544,-71.08577075,619.0
3006,D14,,2018,9,Sunday,7,Part Three,ORKNEY RD,2,42.33691995,-71.14960316,790.0
3001,D14,,2018,9,Sunday,7,Part Three,BROCK ST,2,42.35087795,-71.16036469,761.0
3007,C11,,2018,9,Sunday,5,Part Three,BLAKEVILLE ST,2,42.30470597,-71.07091547,336.0
1402,C11,,2018,9,Sunday,6,Part Two,WASHINGTON ST,2,42.29417346,-71.07193797,451.0
1402,E5,,2018,9,Sunday,6,Part Two,SOUTH ST,2,42.28878014,-71.13438128,674.0
3802,,,2018,9,Sunday,5,Part Three,,2,42.38046025,-71.02436908,nan
2660,C6,,2018,9,Sunday,5,Part Two,DR. MICHAEL GAVIN WAY,2,42.32614559,-71.05349144,914.0
413,C6,,2018,9,Sunday,5,Part One,,2,0.0,0.0,nan
3115,C11,,2018,9,Sunday,4,Part Three,NORTON ST,2,42.30460308,-71.06691869,341.0
619,D14,,2018,9,Sunday,3,Part One,CAMBRIDGE ST,2,42.35343384,-71.13786355,795.0
802,D14,,2018,9,Sunday,3,Part Two,CAMBRIDGE ST,2,42.35343384,-71.13786355,795.0
3830,,,2018,9,Sunday,3,Part Three,,2,42.29819526,-71.0869158,nan
3006,B2,,2018,9,Sunday,2,Part Three,INTERVALE ST,2,42.31226098,-71.08179001,321.0
3114,E13,,2018,9,Sunday,3,Part Three,PARKER ST,2,42.32469443,-71.10087902,916.0
301,A1,,2018,9,Sunday,3,Part One,COURT ST,2,42.359254,-71.059477,92.0
3802,,,2018,9,Sunday,3,Part Three,,2,42.30467915,-71.10925951,nan
3115,B3,,2018,9,Sunday,3,Part Three,MERLIN ST,2,42.29504764,-71.07486557,452.0
2647,C6,,2018,9,Saturday,23,Part Two,DORCHESTER AVE,1,42.33980295,-71.05718881,174.0
3301,B3,,2018,9,Sunday,3,Part Three,HARVARD ST,2,42.29260629,-71.08989828,463.0
3115,C11,,2018,9,Sunday,2,Part Three,PLEASANT ST,2,42.31646016,-71.05947087,243.0
3114,D14,,2018,9,Sunday,3,Part Three,SOUTH ST,2,42.3399985,-71.1567633,774.0
3803,B2,,2018,9,Sunday,0,Part Three,DUDLEY ST,2,42.32375515,-71.07391884,263.0
3207,D14,,2018,9,Sunday,2,Part Three,BRIGHTON AVE,2,42.35301119,-71.13261451,794.0
801,A7,,2018,9,Sunday,2,Part Two,MARION ST,2,42.37575891,-71.03536688,22.0
802,D4,,2018,9,Sunday,2,Part Two,BOYLSTON ST,2,42.34489594,-71.09659186,624.0
3114,,,2018,9,Sunday,2,Part Three,,2,42.31523705,-71.09777089,nan
3006,,,2018,9,Sunday,0,Part Three,KELTON,2,-1.0,-1.0,nan
3002,A7,,2018,9,Sunday,2,Part Three,MAVERICK ST,2,42.36848841,-71.03513563,30.0
801,E5,,2018,9,Sunday,2,Part Two,WASHINGTON ST,2,42.28788933,-71.12658585,562.0
1402,E5,,2018,9,Sunday,2,Part Two,WASHINGTON ST,2,42.28788933,-71.12658585,562.0
3803,B3,,2018,9,Sunday,1,Part Three,RIVER ST,2,42.27014779,-71.08956535,424.0
3201,A1,,2018,9,Saturday,22,Part Three,CAUSEWAY ST,1,42.3655824,-71.0608703,76.0
3006,C6,,2018,9,Sunday,0,Part Three,L ST,2,42.334165,-71.03533745,226.0
3831,C11,,2018,9,Sunday,1,Part Three,ADAMS ST,2,42.29636106,-71.05644948,355.0
614,B3,,2018,9,Saturday,18,Part One,BROOKVIEW ST,1,42.2887411,-71.09117797,464.0
3802,C11,,2018,9,Sunday,1,Part Three,MELVILLE AVE,2,42.29380964,-71.07001148,359.0
3115,D14,,2018,9,Sunday,1,Part Three,BRIGHTON AVE,2,42.3531512,-71.13385986,794.0
1402,C6,,2018,9,Sunday,0,Part Two,W FIFTH ST,2,42.3359851,-71.05008287,214.0
3006,,,2018,9,Sunday,1,Part Three,,2,-1.0,-1.0,nan
1402,A1,,2018,9,Sunday,0,Part Two,BOWDOIN ST,2,42.35832299,-71.06278436,72.0
423,A1,,2018,9,Sunday,0,Part One,BOWDOIN ST,2,42.35832299,-71.06278436,72.0
3125,E5,,2018,9,Sunday,0,Part Three,RIDGECREST TER,2,42.26235312,-71.15350513,822.0
3115,C11,,2018,9,Sunday,0,Part Three,DUNBAR AVE,2,42.28644823,-71.07117585,435.0
1831,D14,,2018,9,Saturday,23,Part Two,WASHINGTON ST,1,42.34934252,-71.16386818,752.0
3114,C11,,2018,9,Sunday,0,Part Three,WALDECK ST,2,42.29786721,-71.06651934,358.0
3108,,,2018,9,Sunday,0,Part Three,WESTLAND,2,-1.0,-1.0,nan
1402,E13,,2018,9,Saturday,23,Part Two,HYDE PARK AVE,1,42.29182835,-71.11780085,508.0
706,,,2018,9,Sunday,0,Part One,,2,42.33359095,-71.07342099,nan
3803,,,2018,9,Saturday,23,Part Three,,1,42.33930344,-71.08032038,nan
3119,B3,,2018,9,Saturday,23,Part Three,MANCHESTER ST,1,42.27404039,-71.07630093,410.0
3820,,,2018,9,Saturday,23,Part Three,,1,42.34917112,-71.08413075,nan
3115,D14,,2018,9,Saturday,23,Part Three,BRIGHTON AVE,1,42.35283155,-71.13114273,796.0
3301,C11,,2018,9,Saturday,22,Part Three,BURT ST,1,42.28413536,-71.06957385,402.0
3108,D4,,2018,9,Saturday,22,Part Three,COMMONWEALTH AVE,1,42.3498137,-71.10581404,631.0
3802,,,2018,9,Saturday,22,Part Three,,1,42.34529046,-71.06982967,nan
3115,D4,,2018,9,Saturday,22,Part Three,BOYLSTON ST,1,42.34932471,-71.08014801,138.0
1402,B2,,2018,9,Saturday,18,Part Two,MARSHFIELD ST,1,42.32263156,-71.06979845,182.0
3115,C11,,2018,9,Saturday,23,Part Three,BAKERSFIELD ST,1,42.31674327,-71.06104741,242.0
802,D14,,2018,9,Saturday,22,Part Two,FIDELIS WAY,1,42.34531664,-71.14298078,938.0
613,E18,,2018,9,Saturday,22,Part One,WOLCOTT SQ,1,42.23730137,-71.13232346,527.0
1402,D4,,2018,9,Saturday,21,Part Two,CLEARWAY ST,1,42.34522836,-71.08537838,144.0
614,D4,,2018,8,Sunday,15,Part One,COLUMBUS AVE,26,42.343971,-71.077475,150.0
613,D4,,2018,9,Saturday,21,Part One,NEWBURY ST,1,42.34840576,-71.08688339,142.0
3006,E13,,2018,9,Saturday,21,Part Three,HORAN WAY,1,42.32547536,-71.10253482,906.0
619,A1,,2018,9,Saturday,19,Part One,WASHINGTON ST,1,42.35680075,-71.05893025,103.0
724,C11,,2018,9,Saturday,22,Part One,WASHINGTON ST,1,42.2956968,-71.07214055,358.0
3006,E5,,2018,9,Saturday,21,Part Three,GLENDOWER RD,1,42.27562519,-71.13142204,551.0
614,C6,,2018,9,Saturday,21,Part One,E FOURTH ST,1,42.33464183,-71.04250708,225.0
3115,E13,,2018,9,Saturday,20,Part Three,ROBINWOOD AVE,1,42.31624019,-71.11267011,639.0
3831,C11,,2018,9,Saturday,21,Part Three,ADAMS ST,1,42.29681873,-71.05656121,355.0
802,B3,,2018,9,Saturday,19,Part Two,BABSON ST,1,42.27595146,-71.09248845,427.0
2660,E18,,2018,9,Saturday,17,Part Two,ROBBART LN,1,42.24635332,-71.1136693,515.0
413,E18,,2018,9,Saturday,17,Part One,ROBBART LN,1,42.24635332,-71.1136693,515.0
802,E18,,2018,9,Saturday,17,Part Two,ROBBART LN,1,42.24635332,-71.1136693,515.0
1402,E18,,2018,9,Saturday,17,Part Two,ROBBART LN,1,42.24635332,-71.1136693,515.0
3170,E18,,2018,9,Saturday,17,Part Three,ROBBART LN,1,42.24635332,-71.1136693,515.0
3301,A7,,2018,9,Saturday,21,Part Three,BORDER ST,1,42.37787573,-71.03995208,26.0
3207,A1,,2018,9,Saturday,6,Part Three,BLACKSTONE ST,1,42.36165196,-71.05630529,78.0
3006,B3,,2018,9,Saturday,20,Part Three,WILMINGTON AVE,1,42.28029155,-71.07220576,416.0
2629,B2,,2018,9,Saturday,18,Part Two,HAMLET ST,1,42.31841468,-71.06507314,239.0
3006,B2,,2018,9,Saturday,18,Part Three,HAMLET ST,1,42.31841468,-71.06507314,239.0
3301,C6,,2018,9,Saturday,20,Part Three,E EIGHTH ST,1,42.33145284,-71.03686785,234.0
802,C6,,2018,9,Saturday,20,Part Two,E BROADWAY,1,42.33561661,-71.03641895,226.0
615,E18,,2018,9,Saturday,21,Part One,HYDE PARK AVE,1,42.25621592,-71.12401947,520.0
1849,C6,,2018,9,Saturday,19,Part Two,,1,0.0,0.0,177.0
1874,C6,,2018,9,Saturday,19,Part Two,,1,0.0,0.0,177.0
3006,B2,,2018,9,Saturday,20,Part Three,WARREN ST,1,42.32978737,-71.08324801,280.0
2405,B3,,2018,9,Saturday,21,Part Two,WALK HILL ST,1,42.2790573,-71.09584789,469.0
3831,E13,,2018,9,Saturday,19,Part Three,W WALNUT PARK,1,42.31865822,-71.1006718,303.0
3112,E18,,2018,9,Saturday,20,Part Three,WALTER ST,1,42.25667872,-71.11853971,519.0
3201,,,2018,9,Saturday,18,Part Three,,1,42.34284919,-71.08502585,nan
1842,B2,,2018,9,Saturday,20,Part Two,GERARD ST,1,42.33176796,-71.07182739,179.0
2610,B2,,2018,9,Saturday,20,Part Two,GERARD ST,1,42.33176796,-71.07182739,179.0
802,A1,,2018,9,Saturday,20,Part Two,TREMONT ST,1,42.35540738,-71.06312433,119.0
2610,B2,,2018,9,Saturday,16,Part Two,GERARD ST,1,42.33176796,-71.07182739,179.0
3301,C6,,2018,9,Saturday,19,Part Three,E EIGHTH ST,1,42.33255367,-71.05064614,915.0
3115,A1,,2018,9,Saturday,20,Part Three,NEW SUDBURY ST,1,42.36183857,-71.05976489,77.0
3501,C11,,2018,9,Saturday,19,Part Three,LARCHMONT ST,1,42.29703368,-71.06860662,358.0
3502,C11,,2018,9,Saturday,19,Part Three,LARCHMONT ST,1,42.29703368,-71.06860662,358.0
3831,,,2018,9,Saturday,19,Part Three,,1,42.33151013,-71.10958389,nan
3112,B2,,2018,9,Saturday,14,Part Three,MALCOLM X BLVD,1,42.33130111,-71.09333508,290.0
2647,C11,,2018,9,Saturday,19,Part Two,GENEVA AVE,1,42.30135087,-71.06796465,344.0
1102,A1,,2018,9,Saturday,17,Part Two,WASHINGTON ST,1,42.35512339,-71.0608798,112.0
617,A1,,2018,9,Saturday,18,Part One,PRINCE ST,1,42.36531295,-71.05565803,80.0
3114,C11,,2018,9,Saturday,19,Part Three,ADAMS ST,1,42.29963709,-71.05851176,351.0
3007,E18,,2018,9,Saturday,19,Part Three,ASHEVILLE RD,1,42.26831357,-71.12774478,547.0
613,A1,,2018,9,Saturday,18,Part One,COMMERCIAL ST,1,42.36628674,-71.05135503,87.0
3115,E13,,2018,8,Friday,7,Part Three,BOYNTON ST,31,42.30542129,-71.11325289,651.0
2647,C6,,2018,9,Saturday,18,Part Two,MASSACHUSETTS AVE,1,42.32198656,-71.06280666,185.0
3301,B2,,2018,9,Saturday,18,Part Three,MISSION PARK DR,1,42.33407624,-71.10842653,611.0
3301,B3,,2018,9,Saturday,18,Part Three,TRINITY TER,1,42.3013553,-71.07790746,455.0
3114,C11,,2018,9,Saturday,19,Part Three,GIBSON ST,1,42.29755533,-71.0597091,355.0
619,A1,,2018,9,Saturday,16,Part One,WASHINGTON ST,1,42.35512339,-71.0608798,112.0
3301,B3,,2018,9,Saturday,18,Part Three,RIVER ST,1,42.27136131,-71.0810083,406.0
735,E18,,2018,9,Saturday,18,Other,HYDE PARK AVE,1,42.25621592,-71.12401947,520.0
2905,E5,,2018,9,Saturday,17,Part Two,DURNELL AVE,1,42.28585449,-71.13761496,682.0
2900,E5,,2018,9,Saturday,17,Part Two,DURNELL AVE,1,42.28585449,-71.13761496,682.0
3115,E13,,2018,9,Saturday,18,Part Three,CENTRE ST,1,42.31674811,-71.11356249,641.0
3301,D14,,2018,9,Saturday,18,Part Three,JETTE CT,1,42.3468275,-71.14319087,938.0
1402,C11,,2018,8,Wednesday,22,Part Two,BOWDOIN AVE,29,42.30090969,-71.07425843,462.0
612,A1,,2018,9,Saturday,14,Part One,BOYLSTON ST,1,42.3523411,-71.06432465,117.0
3410,D4,,2018,9,Saturday,16,Part Three,NEWBURY ST,1,42.3494205,-71.083158,138.0
3115,C6,,2018,9,Saturday,17,Part Three,DORCHESTER ST,1,42.33686889,-71.04379437,212.0
560,E18,,2018,8,Monday,19,Part One,FAIRMOUNT AVE,27,42.2539599,-71.11962283,519.0
3115,D14,,2018,9,Saturday,17,Part Three,COMMONWEALTH AVE,1,42.34251263,-71.14363495,786.0
3831,C11,,2018,9,Saturday,16,Part Three,GLEN ST,1,42.31282319,-71.06746355,332.0
619,B2,,2018,8,Friday,19,Part One,BURNEY ST,31,42.33188687,-71.0995439,587.0
3006,E5,,2018,9,Saturday,17,Part Three,FAWNDALE RD,1,42.29011783,-71.12187904,563.0
2647,B3,,2018,8,Wednesday,11,Part Two,SOUTHMERE RD,29,42.27038654,-71.08451378,406.0
381,E18,,2018,9,Saturday,17,Part One,CUMMINS HWY,1,42.27645319,-71.11297971,490.0
2647,E18,,2018,9,Saturday,17,Part Two,CUMMINS HWY,1,42.27645319,-71.11297971,490.0
1849,,,2018,9,Saturday,17,Part Two,,1,42.29013465,-71.08624927,nan
613,B2,,2018,9,Saturday,16,Part One,BLUE HILL AVE,1,42.3160569,-71.07820017,311.0
3402,D14,,2018,9,Saturday,17,Part Three,ALLSTON ST,1,42.35042346,-71.13638086,795.0
735,D14,,2018,9,Saturday,17,Other,FANEUIL ST,1,42.35555336,-71.15274721,939.0
3115,B2,,2018,9,Saturday,17,Part Three,WASHINGTON ST,1,42.32866284,-71.08563401,282.0
1402,C6,,2018,9,Saturday,17,Part Two,SLEEPER ST,1,42.35217524,-71.04913425,206.0
724,B2,,2018,9,Saturday,16,Part One,BLUE HILL AVE,1,42.31162834,-71.08094294,326.0
3831,,,2018,9,Saturday,16,Part Three,,1,42.31190268,-71.08073292,nan
802,B3,,2018,9,Saturday,17,Part Two,SHANDON RD,1,42.29505434,-71.08904077,908.0
724,C11,,2018,9,Saturday,16,Part One,CARSON ST,1,42.3197573,-71.05428941,235.0
3119,E5,,2018,9,Saturday,15,Part Three,HEATHCOTE ST,1,42.28166155,-71.12591039,558.0
3115,C11,,2018,9,Saturday,17,Part Three,HANCOCK ST,1,42.310434,-71.0613401,257.0
3115,E5,,2018,8,Monday,12,Part Three,EDGEMERE RD,20,42.25867638,-71.15116479,822.0
1810,E5,,2018,9,Saturday,16,Part Two,WASHINGTON ST,1,42.28537376,-71.12928626,680.0
1843,E5,,2018,9,Saturday,16,Part Two,WASHINGTON ST,1,42.28537376,-71.12928626,680.0
1815,E5,,2018,9,Saturday,16,Part Two,WASHINGTON ST,1,42.28537376,-71.12928626,680.0
1402,E5,,2018,8,Friday,16,Part Two,WALWORTH ST,31,42.2821665,-71.13732337,682.0
